Source File,Record ID,Indication,Intervention,Comparator,Intervention Type,Outcome Direction,Intervention Cluster,Cluster X,Cluster Y
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6544,diabetes,Nurse coaching + mHealth technology,Usual care,Combination Product,Positive,5,0.3162744782570903,-0.006297893743641451
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6545,diabetes,Nurse coaching + mHealth technology,Usual care,Combination Product,Positive,5,0.3162744782570903,-0.006297893743641451
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6546,intimate partner violence,iCAN Plan 4 Safety,Static non-tailored version,Behavioral,Neutral,4,0.0032977092796762134,-3.122186917526479e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6547,refractory focal (partial-onset) seizures,Eslicarbazepine|ER||800 mg,Placebo,Drug,Positive,1,0.002903888631849047,0.21696283290499394
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6548,refractory focal (partial-onset) seizures,Eslicarbazepine|ER||1200 mg,Placebo,Drug,Positive,1,0.003244893038220044,0.2173502000311454
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6549,,Guided Imagery + Progressive muscle relaxation,Control,Combination Product,Positive,4,0.0052959049435371145,0.003255027966816753
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6550,,Economic strengthening + family coaching,Waitlist,Combination Product,Positive,4,0.008470255204784892,0.003310143938644876
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6551,,Economic intervention (Graduation approach),Waitlist,Behavioral,Positive,4,0.026592425391027484,0.0077761939904987575
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6552,,Tryptophan|||3.0 g/day,Placebo,Dietary Supplement,Positive,1,0.0036117241930210668,0.30217937334500494
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6553,schizophrenia || schizoaffective,Minocycline||oral capsule|100 mg,Placebo,Drug,Positive,1,0.0021109048112310427,0.17567698018669445
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6554,schizophrenia || schizoaffective,Minocycline||oral capsule|100 mg,Placebo,Drug,Positive,1,0.0021109048112310427,0.17567698018669445
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6555,schizophrenia || schizoaffective,Minocycline||oral capsule|100 mg,Placebo,Drug,Positive,1,0.0021109048112310427,0.17567698018669445
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6556,schizophrenia || schizoaffective,Minocycline||oral capsule|100 mg,Placebo,Drug,Positive,1,0.0021109048112310427,0.17567698018669445
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6557,cancer,Exercise,Attention control,Behavioral,Positive,2,0.035661662064908124,0.01157352124821215
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6558,mild cognitive impairment (mci),"Sleep Well, Think Well",Passive control,Behavioral,Positive,2,0.00587742308674135,0.006337088210254757
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6559,cancer,Enhanced couple-focused group intervention,Couples' support,Behavioral,Neutral,4,0.01242908788160768,0.0015183019620094514
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6560,cancer,Couples' support,Enhanced couple-focused group intervention,Behavioral,Neutral,4,0.01242908788160768,0.0015183019620094514
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6561,pregnancy,SmartMoms intervention,Usual care,Behavioral,Neutral,5,0.6504553122192459,-0.008726769573468704
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6562,early recovery period of ischemic stroke (erpis),Cellex,Cortexin,Biological,Positive,4,0.0,0.0
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6563,rapid cycling bipolar,Levothyroxine|||,Placebo,Drug,Positive,4,0.002659176632734935,0.21453641421850983
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6564,rapid cycling bipolar,Triiodothyronine|||,Placebo,Drug,Neutral,7,0.012067381573906716,0.9672357958047149
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6565,depression,Umbilical cord milking,Control,Procedure,Neutral,2,0.005648307649195636,0.007023791468764999
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6566,cancer,MBSR,Active control condition,Behavioral,Positive,4,0.005642456115257142,0.0047946535264219966
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6567,,Acceptance and Commitment Therapy,Usual care,Behavioral,Positive,5,0.2996074267920097,-0.004033181898500845
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6568,alzheimer's disease,Rivastigmine||transdermal patch + Cognitive stimulation,Rivastigmine||transdermal patch|,Combination Product,Positive,4,0.0024149846048072015,0.0037980007968477975
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6569,tuberculosis,Family-supported self,Directly observed therapy,Behavioral,Neutral,4,0.014088069661986393,0.0029698873487659766
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6570,multiple sclerosis,Hypoxic treadmill training,Normoxic treadmill training,Behavioral,Neutral,4,0.00796606080438532,0.004968222079960532
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6571,stroke,Computer-based cognitive flexibility training,Mock training,Behavioral,Neutral,4,0.010872127382316861,0.002830157079739862
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6572,stroke,Computer-based cognitive flexibility training,Waitlist,Behavioral,Neutral,4,0.011749575626529722,0.0038366792682818056
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6573,acute ischemic stroke,Escitalopram|||,Control,Drug,Positive,2,0.012274327322633692,0.043337369255619
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6574,dementia,START,Usual care,Behavioral,Positive,5,0.5102230302015521,-0.010290713609950293
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6575,relapsing remitting multiple sclerosis || secondary progressive multiple sclerosis,Exercise,,Behavioral,Positive,4,0.09700193147856997,0.017560959231549694
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6576,insomnia,CBTi,,Behavioral,Positive,4,0.0010106794461097,1.8876700512706548e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6577,insomnia,CBTi,,Behavioral,Negative,4,0.0010106794461097,1.8876700512706548e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6578,anhedonia,B. monnieri,Citalopram|||,Dietary Supplement,Positive,4,0.00015065405099304476,0.01968698880181505
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6579,whiplash-associated disorders (wad),NSE,Exercise,Procedure,Positive,4,0.04193984753372529,0.007604445489151174
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6580,,AT,Sham,Behavioral,Positive,0,0.0008845038961771501,0.0030615664169361518
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6581,schizophrenia,L-carnosine| || |2 gr/day,Placebo,Dietary Supplement,Positive,1,0.005510153991329621,0.46169092852981625
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6582,eating disorders,CBT,Usual care,Behavioral,Positive,5,0.7143227034202324,-0.0011739776810850851
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6583,mild cognitive impairment,MAP,HEP,Behavioral,Neutral,4,2.9169959183547288e-05,1.6400793871878186e-06
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6584,chronic low back pain (clbp),BVA,Sham,Procedure,Positive,0,0.0008845038961771501,0.0030615664169361518
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6585,,CBT,Usual care,Behavioral,Positive,5,0.7143227034202324,-0.0011739776810850851
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6586,anxiety,CBT,Standard care,Behavioral,Positive,6,0.21447624412120386,0.005140363818986946
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6587,cancer,Enhancing Connections Program,Booklet and phone call,Behavioral,Positive,4,0.00694676035678791,0.0008100029928151888
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6588,hiv infection,Male Partner Involvement,No Male Partner Involvement,Behavioral,Positive,4,0.0010679410737282004,-8.346823925736473e-06
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6589,heart failure,CST,Education,Behavioral,Positive,4,0.018343282106898826,0.00033860170412252874
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6590,cellulite,TENS,Placebo,Device,Positive,4,0.0037354000473161634,0.2994743667071318
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6591,cellulite,TENS,Control,Device,Positive,2,0.005998122585293132,0.009716180375879593
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6592,striae gravidarum,Aloe Vera||topical gel|,Base||topical cream|,Dietary Supplement,Positive,4,1.6314262874788696e-05,0.0021612192029467165
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6593,striae gravidarum,Sweet almond oil,Base||topical cream|,Dietary Supplement,Positive,4,0.0001954776379519345,0.002596639059222839
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6594,chronic pain,Burst stimulation,Tonic stimulation,Device,Mixed or Unknown,4,0.0014173713967314471,6.360699813466199e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6595,cataract,Blue-blocking IOLs,Clear IOLs,Device,Mixed or Unknown,4,1.451606798185177e-05,0.0009833625527335386
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6596,mild dementia || mild cognitive impairment,START,,Behavioral,Positive,4,0.0023896832988984005,-7.337572143329198e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6597,anxiety,Emotion recognition training,Sham,Behavioral,Neutral,4,0.003292240145344179,0.002882388229792543
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6598,,Expressive writing,Neutral control,Behavioral,Positive,4,0.00365627893618278,0.0038058450489357907
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6599,,Self-affirmation,Neutral control,Behavioral,Positive,2,0.008071573491903144,0.005600869546797577
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6600,intellectual disabilities,Exercise,Usual care,Behavioral,Positive,5,0.666918662504355,-0.00356401337640707
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6601,heart failure,ENABLE CHF-PC telehealth intervention,Usual care,Behavioral,Neutral,5,0.3181369481705674,-0.004273420663367282
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6602,,Buspirone|||,Placebo,Drug,Positive,4,0.0035883903362805888,0.28835023370571927
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6603,tardive dyskinesia,Deutetrabenazine|||,Placebo,Drug,Positive,4,0.0026874250481104763,0.21683037711790093
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6604,depression || adjustment disorders || anxiety,Mindfulness Training for Primary Care,Low-dose comparator,Behavioral,Positive,4,0.08270237828454177,0.0003103918056852909
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6605,diabetes,GEM,Waitlist,Dietary Supplement,Positive,4,0.013654606942433907,0.010569501651563977
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6606,cancer,Education,Education,Behavioral,Neutral,4,0.027511876350899425,0.0006490582103502652
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6607,dementia,UVB light,Vitamin D|||,Other,Mixed or Unknown,4,0.0019410860195209704,0.014870786223886524
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6608,chronic neuropathic pain of radicular origin,Fentanyl Matrix|||,Gabapentin|||,Drug,Neutral,4,5.0644720195896604e-05,0.0022841679703620474
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6609,tinnitus associated with temporomandibular disorders (tmds),Exercise + Education + manual therapy,Exercise + Education,Combination Product,Positive,4,0.05291952529202478,0.00800127164234979
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6610,mcrc,TES program for screening and treatment of psychological distress,Usual care,Behavioral,Positive,5,0.3390006522329372,-0.006506402145746277
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6611,parkinson disease,Individual physical therapy,Exercise,Procedure,Positive,4,0.03409683079194034,0.006838485668699371
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6612,parkinson disease,Group class intervention,Exercise,Procedure,Positive,4,0.05710475188632822,0.010158941494118803
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6613,,EPA + DHA|||400 mg,Placebo,Dietary Supplement,Mixed or Unknown,1,0.0023564287075353075,0.19901516581551268
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6614,,EPA + DHA|||800 mg,Placebo,Dietary Supplement,Mixed or Unknown,1,0.002232181518258925,0.18799032995929138
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6615,depression,IPT,Usual care,Behavioral,Positive,5,0.4375309796010484,-0.006430872466531902
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6616,hiv infection,iTAB,Control,Behavioral,Positive,2,0.016625437992844612,0.020601497708343165
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6617,peptic ulcer bleeding after esd,Continuous Of PPI||IV infusion|,Bolus Of PPI||injection|,Drug,Neutral,4,0.00036991723860243186,0.006630937369248904
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6618,,Central echocardiography laboratory review,Local echocardiogram reports,Diagnostic Test,Negative,4,0.0007070992886961126,4.754918380981423e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6620,first-episode schizophrenia,Omega-3|||,Placebo,Dietary Supplement,Positive,4,0.0037618509221001815,0.3069353567246391
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6621,first-episode schizophrenia,Omega-3|||,Placebo,Dietary Supplement,Positive,4,0.0037618509221001815,0.3069353567246391
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6622,amphetamine or opioid dependence,Pexacerfont|||,Placebo,Drug,Positive,7,0.012067381573906716,0.9672357958047149
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6623,severe obstructive sleep apnea (osa),Nasal dilator strip,Continuous positive airway pressure,Device,Neutral,4,0.0008458636929793717,0.002523383618014856
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6624,menopause-related fatigue,Armodafinil|||,,Drug,Positive,4,4.158197923377036e-06,0.0005946787830513837
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6625,,Rhythm-centred music making,Control,Behavioral,Neutral,4,0.005508342500918954,0.004232529934067077
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6626,ultra-high risk for psychosis,Cognitive remediation,Usual care,Behavioral,Mixed or Unknown,5,0.358590722075373,-0.006641684274875845
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6627,,MBCT,eMBCT,Behavioral,Positive,4,0.010747495579235648,-4.7244148395207035e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6628,,eMBCT,MBCT,Behavioral,Positive,4,0.010747495579235648,-4.7244148395207035e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6629,parkinson disease,CHAPS,Usual care,Procedure,Positive,5,0.9643459172860044,-0.01940933526535661
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6630,,n-3 HUFAs,Placebo,Dietary Supplement,Mixed or Unknown,7,0.012067381573906716,0.9672357958047149
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6631,depressive symptoms,CPAP,NSO,Device,Positive,4,0.000674931134998988,2.2773471043909858e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6632,depressive symptoms,CPAP,HLSE,Device,Positive,4,0.0006749311349990782,2.2773471043002713e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6633,depressive symptoms,NSO,CPAP,Device,Positive,4,0.000674931134998988,2.2773471043909858e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6634,depressive symptoms,NSO,HLSE,Device,Positive,4,2.952132700674243e-06,1.6729394061690146e-07
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6635,depressive symptoms,HLSE,CPAP,Device,Negative,4,0.0006749311349990782,2.2773471043002713e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6636,depressive symptoms,HLSE,NSO,Device,Positive,4,2.952132700674243e-06,1.6729394061690146e-07
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6637,depression || anxiety || alcohol use,CBT,Waitlist,Behavioral,Positive,3,0.07297340625736201,0.018706260101387245
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6638,,IATP-R,Usual care,Behavioral,Positive,5,0.9643459172860044,-0.01940933526535661
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6639,,Volunteering promotion,Control,Behavioral,Neutral,2,0.006221341558823725,0.007665381626591509
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6640,anxiety,CBT,Usual care,Behavioral,Positive,5,0.7143227034202324,-0.0011739776810850851
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6642,,Pharmacist educational intervention,Nurse-led control,Other,Neutral,4,0.01815266621277806,0.005516019532155907
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6643,,Mediterranean tall fescue infected with AR542,Mediterranean tall fescue that was endophyte-free,Combination Product,Negative,4,1.0188900512206458e-05,2.4385031187918558e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6644,,Mediterranean tall fescue infected with AR584,Mediterranean tall fescue that was endophyte-free,Combination Product,Negative,4,1.0188900512206458e-05,2.4385031187918558e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6645,diabetes,MBCT,Waitlist,Behavioral,Positive,4,0.01127123951618855,0.003945033110945715
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6647,depressive symptoms,Family Communication (Comunicación Familiar),,Behavioral,Positive,4,0.004599836723933002,0.00026424725548236595
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6648,methamphetamine use,Behavioral activation + Sexual risk reduction,Sexual risk reduction,Combination Product,Positive,4,0.004420719594130187,0.00014391337335524637
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6649,methamphetamine use,Behavioral activation + Sexual risk reduction,Sexual risk reduction,Combination Product,Positive,4,0.004420719594130187,0.00014391337335524637
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6650,methamphetamine use,Behavioral activation + Sexual risk reduction,Sexual risk reduction,Combination Product,Positive,4,0.004420719594130187,0.00014391337335524637
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6651,non-st-elevation acute coronary,Acute coronary angiography,Subacute coronary angiography,Procedure,Neutral,4,6.590259364510708e-06,9.7364120331126e-06
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6652,non-st-elevation acute coronary,Acute coronary angiography,Subacute coronary angiography,Procedure,Neutral,4,6.590259364510708e-06,9.7364120331126e-06
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6653,alzheimer's dementia,Telephone,Education,Combination Product,Positive,4,0.027664128917858983,0.0004873652456892947
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6654,hiv infection,"Multilevel intervention (individual, family, community)",Control,Behavioral,Positive,2,0.020641221553296524,0.007370617894730559
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6655,hiv infection,"Multilevel intervention (individual, family, community)",Control,Behavioral,Positive,2,0.020641221553296524,0.007370617894730559
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6656,,Nurse-led proactive self-care program with health-social partnership model,Control,Combination Product,Positive,4,0.086878663463464,0.0021802808913740242
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6657,cancer,miLivingStory (telephone-based life review and illness narrative with online resources and social networking),Control,Combination Product,Positive,4,0.012857746820459025,0.003479540864441697
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6658,diabetes,,Normal healthy controls,Other,Positive,4,0.0012174689115282888,0.000546491649458534
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6659,chronic musculoskeletal pain,Pain Monitor app + alarms,Usual treatment,Combination Product,Positive,4,0.12476851381439284,-0.0024181788137865156
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6660,chronic musculoskeletal pain,Pain Monitor app without alarms,Usual treatment,Diagnostic Test,Neutral,4,0.12476851381439284,-0.0024181788137865156
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6661,chronic low back pain,Morphine||IV|,Placebo,Drug,Positive,4,0.0033980506112961674,0.2345590409241894
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6662,chronic low back pain,Naloxone||IV|,Placebo,Drug,Negative,4,0.0029675503358146706,0.21557924110468749
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6663,diabetes,Laparoscopic sleeve gastrectomy,Laparoscopic Roux-en-Y gastric bypass,Procedure,Neutral,4,0.0001383809988968676,-4.357703748366866e-06
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6664,cancer,Phenelzine|IR|oral|30 mg,,Drug,Positive,1,0.0007062274071851484,0.058163357505865765
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6665,mild cognitive impairment,Methylcobalamin + Folic acid,Placebo,Combination Product,Neutral,4,0.0020870676907890546,0.16826404816570426
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6666,acute whiplash-associated disorders grade i-ii,Government-regulated rehabilitation guideline,Education,Procedure,Neutral,4,0.018184244299673604,0.0009216486786199291
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6667,acute whiplash-associated disorders grade i-ii,Government-regulated rehabilitation guideline,Preferred-provider insurance-based rehabilitation,Procedure,Neutral,4,0.009265367501778475,0.000808273491038202
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6668,traumatic brain injury,VIP,Standard care,Behavioral,Positive,6,0.25833540341567407,-0.004676995439699545
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6669,coronary artery disease (cad),Exercise,Rest,Behavioral,Neutral,4,0.04067067358781815,0.007390251008594636
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6670,,Curcumin,Placebo,Dietary Supplement,Positive,4,0.0027453246812156767,0.22182798057732436
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6671,,Omega-3|||,Placebo,Dietary Supplement,Positive,4,0.0037618509221001815,0.3069353567246391
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6672,chronic back pain,Classic physiotherapy,Whole body vibration therapy,Procedure,Positive,4,0.007979971130170665,0.002128475304289532
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6673,chronic back pain,Whole body vibration therapy,Classic physiotherapy,Procedure,Neutral,4,0.007979971130170665,0.002128475304289532
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6674,,Cognitive-behavioural strategies + Exercise,Control,Combination Product,Positive,2,0.034545976816787935,0.010125346955956434
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6675,,Cognitive-behavioural strategies,Control,Behavioral,Positive,2,0.009328910319780667,0.005088453358197945
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6676,depression || heart failure,Protocolized Drug Therapy Adjustment|||,Usual care,Drug,Neutral,5,0.3128832113544658,-0.00430884549213328
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6677,suicidal ideation,Multifaceted structured intervention (e-learning supported Train-the-Trainer),Usual implementation,Behavioral,Neutral,4,0.09083564775388318,7.836671389212517e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6678,dementia,Powerful Tools for Caregivers,No intervention,Behavioral,Positive,4,0.015731615214877936,0.0025770308985738318
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6679,,Peer support intervention (home visits and telephone calls),Control,Behavioral,Positive,4,0.02039307497175177,0.004896197918511486
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6680,,Fit Moms + Mamás Activas (internet-based weight-loss program),Standard WIC,Behavioral,Positive,4,0.016227282594548247,0.0006952115140879093
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6681,diabetes,CBT,No intervention,Behavioral,Positive,3,0.0738145343442881,0.0133872748802918
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6682,bipolar i or ii,Lithium|||,Quetiapine + Personalized Therapy,Drug,Mixed or Unknown,4,0.006650851031234422,0.00731022205127181
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6683,,Thiamine,High-grain diet,Dietary Supplement,Positive,4,0.0009165922334229881,0.001482227912291046
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6684,,High-grain diet,Control,Dietary Supplement,Negative,2,0.006464748535743879,0.008336997752236298
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6685,depression,Positive psychotherapy,No intervention,Behavioral,Positive,4,0.017588946886054304,0.003274523741070616
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6686,cancer,Interactive advance care planning,Education,Behavioral,Positive,4,0.09178627133048732,-0.0014861124942940529
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6687,fibromyalgia,GHB|||,Placebo,Drug,Neutral,7,0.012067381573906716,0.9672357958047149
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6688,depression,Exercise,Standard medical treatment,Behavioral,Positive,4,0.03741072582897359,0.0049836162343781685
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6689,knee osteoarthritis || non-radicular low back pain,Placebo,Placebo,Other,Positive,7,0.006950558468299786,0.5614060287685124
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6690,knee osteoarthritis || non-radicular low back pain,Placebo,Placebo,Other,Positive,7,0.006950558468299786,0.5614060287685124
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6691,knee osteoarthritis || non-radicular low back pain,Placebo,Placebo,Other,Positive,7,0.006950558468299786,0.5614060287685124
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6692,knee osteoarthritis || non-radicular low back pain,Placebo,Placebo,Other,Positive,7,0.006950558468299786,0.5614060287685124
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6693,knee osteoarthritis || non-radicular low back pain,Placebo,Placebo,Other,Positive,7,0.006950558468299786,0.5614060287685124
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6694,,Education,No intervention,Behavioral,Positive,4,0.03531507292815398,0.0036433590904392057
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-6698,schizophrenia,Sarcosine|||2 g,Placebo,Drug,Positive,4,0.0026641480119079224,0.21494977545295013
